,,Delivery Date,Fuel Type,Tank #,Building,Gallons,Unit Cost,Cost
,,04/11/2016,LIQUID PROPANE,37,Turrets Annex,178.00,0.906100,161.29
,,04/12/2016,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,289.10,0.906100,261.95
,,04/12/2016,#2 HEATING OIL,5,Turrets,291.10,1.401800,408.06
,,04/13/2016,#2 HEATING OIL,17,Blair Tyson,498.50,1.416200,705.98
,,04/15/2016,#2 HEATING OIL,24,Dorr NHM,95.90,1.475600,141.51
,,04/15/2016,LIQUID PROPANE,8,Arts & Sci + Gates,721.30,0.906100,653.57
,,04/27/2016,#2 HEATING OIL,21,Davis Center,304.70,1.517800,462.47
,,04/27/2016,#2 HEATING OIL,26,Witchcliff,161.10,1.517800,244.52
,,04/27/2016,#2 HEATING OIL,29,Studio 5+6,201.80,1.517800,306.29
,,04/29/2016,#2 HEATING OIL,24,Dorr NHM,135.80,1.597500,216.94
,,05/04/2016,#2 HEATING OIL,17,Blair Tyson,549.50,1.582500,869.58
,,05/04/2016,#2 HEATING OIL,3,Seafox,297.10,1.582500,470.16
,,05/04/2016,LIQUID PROPANE,9,Pottery Studio,29.80,0.958100,28.55
,,05/06/2016,#2 HEATING OIL,11,Kaelber,664.50,1.561700,1037.75
,,05/09/2016,LIQUID PROPANE,35,B&G,60.90,0.921300,56.11
,,05/09/2016,LIQUID PROPANE,8,Arts & Sci + Gates,1193.70,0.921300,1099.76
,,05/17/2016,#2 HEATING OIL,24,Dorr NHM,135.70,1.622500,220.17
,,05/18/2016,#2 HEATING OIL,5,Turrets,202.00,1.622500,327.75
,,05/23/2016,LIQUID PROPANE,37,Turrets Annex,165.70,0.968600,160.50
,,05/26/2016,#2 HEATING OIL,1,Peach House,136.10,1.709900,232.72
,,05/26/2016,#2 HEATING OIL,4,Cottage,143.50,1.709900,245.37
,,05/27/2016,#2 HEATING OIL,27,Witchcliff Apartments,180.60,1.732700,312.93
,,05/27/2016,LIQUID PROPANE,7,Kaelber,150.30,0.968600,145.58
,,05/31/2016,#2 HEATING OIL,17,Blair Tyson,545.80,1.712300,934.57
,,06/03/2016,#2 HEATING OIL,20,Carriage,229.80,1.700700,390.82
,,06/07/2016,LIQUID PROPANE,32,BHF Farm House,56.70,0.932300,52.86
,,06/09/2016,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,380.40,0.932200,354.61
,,06/10/2016,LIQUID PROPANE,25,Davis Center,11.90,0.931900,11.09
,,06/17/2016,#2 HEATING OIL,24,Dorr NHM,124.20,1.698500,210.95
,,06/17/2016,#2 HEATING OIL,3,Seafox,202.10,1.698500,343.27
,,06/17/2016,LIQUID PROPANE,9,Pottery Studio,2.70,0.914800,2.47
,,06/20/2016,#2 HEATING OIL,21,Davis Center,246.00,1.648900,405.63
,,06/22/2016,LIQUID PROPANE,31,Davis Village,113.00,0.901900,101.91
,,06/27/2016,LIQUID PROPANE,8,Arts & Sci + Gates,600.60,0.934000,560.96
,,06/28/2016,#2 HEATING OIL,11,Kaelber,999.90,1.687000,1686.83
,,06/28/2016,#2 HEATING OIL,17,Blair Tyson,393.40,1.687000,663.67
,,06/29/2016,LIQUID PROPANE,31,Davis Village,91.80,0.934000,85.74
,,06/30/2016,LIQUID PROPANE,14,171 Beech Hill Road,42.80,0.934100,39.98
,,07/10/2016,#2 HEATING OIL,33,PRF,241.20,1.739900,419.66
,,07/13/2016,LIQUID PROPANE,31,Davis Village,169.70,0.917300,155.67
,,07/20/2016,LIQUID PROPANE,31,Davis Village,63.90,0.915000,58.47
,,08/03/2016,LIQUID PROPANE,31,Davis Village,177.30,0.872200,154.64
,,08/10/2016,LIQUID PROPANE,31,Davis Village,70.80,0.845800,59.88
,,08/12/2016,#2 HEATING OIL,17,Blair Tyson,282.00,1.491900,420.72
,,08/22/2016,LIQUID PROPANE,31,Davis Village,124.30,0.870100,108.15
,,08/29/2016,LIQUID PROPANE,31,Davis Village,98.70,0.884000,87.25
,,09/01/2016,LIQUID PROPANE,14,171 Beech Hill Road,29.10,0.883800,25.72
,,09/01/2016,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,112.30,0.884000,99.27
,,09/19/2016,#2 HEATING OIL,24,Dorr NHM,101.90,1.633300,166.43
,,09/19/2016,LIQUID PROPANE,31,Davis Village,283.90,0.902200,256.13
,,09/22/2016,LIQUID PROPANE,38,BHF New Greenhouse,30.00,0.902200,27.07
,,09/23/2016,LIQUID PROPANE,38,BHF New Greenhouse,173.80,0.929800,161.60
,,09/30/2016,#2 HEATING OIL,3,Seafox,229.80,1.704400,391.67
,,09/30/2016,LIQUID PROPANE,35,B&G,44.90,0.929800,41.75
,,10/03/2016,LIQUID PROPANE,37,Turrets Annex,301.60,0.944700,284.92
,,10/05/2016,#2 HEATING OIL,17,Blair Tyson,464.10,1.762700,818.07
,,10/07/2016,LIQUID PROPANE,7,Kaelber,283.60,1.074700,304.78
,,10/10/2016,LIQUID PROPANE,31,Davis Village,95.00,1.105100,104.98
,,10/12/2016,DYED KEROSENE,26,Witchcliff,172.30,2.209700,380.73
,,10/12/2016,DYED KEROSENE,27,Witchcliff Apartments,147.70,2.209700,326.37
,,10/12/2016,#2 HEATING OIL,33,PRF,104.80,1.878900,196.91
,,10/13/2016,LIQUID PROPANE,32,BHF Farm House,3.60,1.105600,3.98
,,10/17/2016,#2 HEATING OIL,24,Dorr NHM,89.10,1.789900,159.48
,,10/18/2016,#2 HEATING OIL,20,Carriage,117.40,1.777900,208.73
,,10/19/2016,DYED KEROSENE,1,Peach House,63.40,2.145700,136.04
,,10/19/2016,LIQUID PROPANE,8,Arts & Sci + Gates,688.90,1.130400,778.73
,,10/21/2016,LIQUID PROPANE,9,Pottery Studio,6.20,1.130600,7.01
,,10/25/2016,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,87.80,1.142100,100.28
,,10/27/2016,#2 HEATING OIL,21,Davis Center,210.00,1.762000,370.02
,,10/27/2016,#2 HEATING OIL,5,Turrets,197.80,1.762000,348.52
,,10/28/2016,#2 HEATING OIL,17,Blair Tyson,356.30,1.762000,627.80
,,10/31/2016,LIQUID PROPANE,35,B&G,34.20,1.140400,39.00
,,11/02/2016,LIQUID PROPANE,10,Hatchery,51.00,1.140400,58.16
,,11/02/2016,LIQUID PROPANE,9,Pottery Studio,12.30,1.140700,14.03
,,11/03/2016,#2 HEATING OIL,11,Kaelber,1709.10,1.705700,2915.21
,,11/03/2016,#2 HEATING OIL,3,Seafox,259.50,1.705700,442.63
,,11/07/2016,LIQUID PROPANE,8,Arts & Sci + Gates,864.60,1.117100,965.84
,,11/08/2016,LIQUID PROPANE,38,BHF New Greenhouse,10.30,1.117100,11.51
,,11/09/2016,#2 HEATING OIL,24,Dorr NHM,164.30,1.632600,268.24
,,11/09/2016,#2 HEATING OIL,29,Studio 5+6,134.60,1.632600,219.75
,,11/09/2016,#2 HEATING OIL,4,Cottage,108.80,1.632600,177.63
,,11/14/2016,LIQUID PROPANE,37,Turrets Annex,167.20,1.082600,181.01
,,11/14/2016,LIQUID PROPANE,9,Pottery Studio,6.20,1.082300,6.71
,,11/17/2016,LIQUID PROPANE,14,171 Beech Hill Road,31.30,1.082700,33.89
,,11/21/2016,#2 HEATING OIL,17,Blair Tyson,582.00,1.649200,959.83
,,11/21/2016,DYED KEROSENE,26,Witchcliff,143.90,2.048500,294.78
,,11/21/2016,LIQUID PROPANE,35,B&G,42.40,1.068900,45.32
,,11/22/2016,LIQUID PROPANE,32,BHF Farm House,22.30,1.069100,23.84
,,11/22/2016,#2 HEATING OIL,33,PRF,142.80,1.719900,245.60
,,11/23/2016,LIQUID PROPANE,8,Arts & Sci + Gates,855.60,1.068900,914.55
,,11/28/2016,#2 HEATING OIL,24,Dorr NHM,173.50,1.695600,294.19
,,11/29/2016,#2 HEATING OIL,21,Davis Center,331.00,1.695600,561.24
,,11/29/2016,#2 HEATING OIL,3,Seafox,283.70,1.695600,481.04
,,11/30/2016,#2 HEATING OIL,5,Turrets,288.00,1.691500,487.15
,,11/30/2016,LIQUID PROPANE,9,Pottery Studio,14.90,1.069100,15.93
,,12/07/2016,#2 HEATING OIL,17,Blair Tyson,530.30,1.841000,976.28
,,12/07/2016,#2 HEATING OIL,20,Carriage,135.50,1.841000,249.46
,,12/07/2016,DYED KEROSENE,27,Witchcliff Apartments,177.20,2.273800,402.92
,,12/07/2016,LIQUID PROPANE,38,BHF New Greenhouse,21.80,1.115300,24.31
,,12/08/2016,LIQUID PROPANE,35,B&G,50.60,1.115200,56.43
,,12/08/2016,LIQUID PROPANE,37,Turrets Annex,169.40,1.115300,188.93
,,12/08/2016,LIQUID PROPANE,8,Arts & Sci + Gates,1030.00,1.115300,1148.76
,,12/09/2016,#2 HEATING OIL,24,Dorr NHM,170.10,1.779800,302.74
,,12/12/2016,LIQUID PROPANE,9,Pottery Studio,46.50,1.168000,54.31
,,12/14/2016,#2 HEATING OIL,11,Kaelber,1141.20,1.848100,2109.05
,,12/14/2016,LIQUID PROPANE,31,Davis Village,225.60,1.168000,263.50
,,12/15/2016,LIQUID PROPANE,8,Arts & Sci + Gates,654.20,1.168000,764.11
,,12/16/2016,DYED KEROSENE,1,Peach House,159.10,2.275200,361.98
,,12/16/2016,#2 HEATING OIL,17,Blair Tyson,354.80,1.819900,645.70
,,12/16/2016,#2 HEATING OIL,21,Davis Center,306.40,1.819900,557.62
,,12/16/2016,#2 HEATING OIL,24,Dorr NHM,161.50,1.819900,293.91
,,12/16/2016,DYED KEROSENE,26,Witchcliff,184.30,2.275200,419.32
,,12/16/2016,#2 HEATING OIL,3,Seafox,301.50,1.819900,548.70
,,12/16/2016,LIQUID PROPANE,32,BHF Farm House,30.20,1.167900,35.27
,,12/16/2016,#2 HEATING OIL,4,Cottage,86.40,1.819900,157.24
,,12/17/2016,LIQUID PROPANE,31,Davis Village,168.40,1.177100,198.22
,,12/19/2016,LIQUID PROPANE,31,Davis Village,86.70,1.177000,102.05
,,12/19/2016,#2 HEATING OIL,33,PRF,159.60,1.890900,301.79
,,12/19/2016,LIQUID PROPANE,35,B&G,75.60,1.177100,88.99
,,12/19/2016,#2 HEATING OIL,5,Turrets,355.80,1.830900,651.43
,,12/19/2016,LIQUID PROPANE,8,Arts & Sci + Gates,522.30,1.177100,614.80
,,12/21/2016,#2 HEATING OIL,24,Dorr NHM,110.40,1.852900,204.56
,,12/21/2016,#2 HEATING OIL,29,Studio 5+6,139.90,1.852900,259.22
,,12/21/2016,LIQUID PROPANE,31,Davis Village,85.70,1.177100,100.88
,,12/22/2016,LIQUID PROPANE,9,Pottery Studio,50.30,1.177100,59.21
,,12/23/2016,LIQUID PROPANE,31,Davis Village,85.70,1.177100,100.88
,,12/23/2016,LIQUID PROPANE,8,Arts & Sci + Gates,419.50,1.177100,493.79
,,12/26/2016,#2 HEATING OIL,11,Kaelber,1092.60,1.857200,2029.18
,,12/26/2016,#2 HEATING OIL,17,Blair Tyson,241.50,1.857200,448.51
,,12/26/2016,#2 HEATING OIL,24,Dorr NHM,84.80,1.857200,157.49
,,12/26/2016,LIQUID PROPANE,31,Davis Village,110.20,1.190500,131.19
,,12/26/2016,LIQUID PROPANE,35,B&G,31.10,1.190400,37.02
,,12/26/2016,LIQUID PROPANE,37,Turrets Annex,194.90,1.190500,232.03
,,12/28/2016,#2 HEATING OIL,17,Blair Tyson,121.80,1.859200,226.45
,,12/28/2016,#2 HEATING OIL,21,Davis Center,192.70,1.859200,358.27
,,12/28/2016,#2 HEATING OIL,3,Seafox,203.80,1.859200,378.90
,,12/28/2016,LIQUID PROPANE,8,Arts & Sci + Gates,333.40,1.190500,396.91
,,12/30/2016,LIQUID PROPANE,31,Davis Village,151.60,1.190500,180.48
,,01/02/2017,#2 HEATING OIL,24,Dorr NHM,119.60,1.949400,233.15
,,01/02/2017,DYED KEROSENE,26,Witchcliff,126.70,2.421300,306.78
,,01/02/2017,LIQUID PROPANE,31,Davis Village,150.50,1.230200,185.15
,,01/02/2017,LIQUID PROPANE,35,B&G,11.50,1.230400,14.15
,,01/06/2017,LIQUID PROPANE,31,Davis Village,186.30,1.230200,229.19
,,01/06/2017,#2 HEATING OIL,5,Turrets,234.60,1.944600,456.20
,,01/06/2017,LIQUID PROPANE,8,Arts & Sci + Gates,736.50,1.230200,906.04
,,01/06/2017,LIQUID PROPANE,9,Pottery Studio,51.80,1.230100,63.72
,,01/09/2017,LIQUID PROPANE,10,Hatchery,13.70,1.264200,17.32
,,01/09/2017,#2 HEATING OIL,17,Blair Tyson,304.70,1.930800,588.31
,,01/09/2017,#2 HEATING OIL,24,Dorr NHM,161.10,1.930800,311.05
,,01/09/2017,DYED KEROSENE,27,Witchcliff Apartments,161.00,2.387800,384.44
,,01/09/2017,LIQUID PROPANE,31,Davis Village,191.60,1.263900,242.16
,,01/09/2017,LIQUID PROPANE,35,B&G,46.70,1.263800,59.02
,,01/11/2017,#2 HEATING OIL,17,Blair Tyson,288.30,1.892500,545.61
,,01/11/2017,#2 HEATING OIL,20,Carriage,179.00,1.892500,338.76
,,01/11/2017,#2 HEATING OIL,21,Davis Center,287.20,1.892500,543.53
,,01/11/2017,#2 HEATING OIL,3,Seafox,295.40,1.892500,559.04
,,01/11/2017,LIQUID PROPANE,8,Arts & Sci + Gates,534.70,1.263900,675.81
,,01/13/2017,LIQUID PROPANE,31,Davis Village,135.20,1.263900,170.88
,,01/13/2017,#2 HEATING OIL,33,PRF,144.70,1.970500,285.13
,,01/13/2017,LIQUID PROPANE,35,B&G,8.50,1.263500,10.74
,,01/13/2017,LIQUID PROPANE,37,Turrets Annex,159.80,1.263900,201.97
,,01/16/2017,#2 HEATING OIL,24,Dorr NHM,114.00,1.933700,220.44
,,01/16/2017,LIQUID PROPANE,31,Davis Village,179.00,1.274800,228.19
,,01/16/2017,LIQUID PROPANE,9,Pottery Studio,52.00,1.274800,66.29
,,01/17/2017,DYED KEROSENE,26,Witchcliff,132.30,2.369500,313.48
,,01/18/2017,#2 HEATING OIL,17,Blair Tyson,266.40,1.933700,515.14
,,01/18/2017,LIQUID PROPANE,35,B&G,36.70,1.274900,46.79
,,01/19/2017,#2 HEATING OIL,4,Cottage,157.50,1.889900,297.66
,,01/19/2017,LIQUID PROPANE,8,Arts & Sci + Gates,716.70,1.274800,913.65
,,01/20/2017,LIQUID PROPANE,31,Davis Village,182.00,1.274800,232.01
,,01/21/2017,DYED KEROSENE,1,Peach House,150.40,2.336400,351.39
,,01/21/2017,#2 HEATING OIL,24,Dorr NHM,102.00,1.876400,191.39
,,01/21/2017,#2 HEATING OIL,3,Seafox,183.30,1.876400,343.94
,,01/23/2017,#2 HEATING OIL,21,Davis Center,212.00,1.876400,397.80
,,01/23/2017,LIQUID PROPANE,31,Davis Village,132.50,1.296000,171.72
,,01/23/2017,LIQUID PROPANE,35,B&G,31.10,1.296100,40.31
,,01/23/2017,#2 HEATING OIL,5,Turrets,245.30,1.876400,460.28
,,01/24/2017,#2 HEATING OIL,11,Kaelber,1250.10,1.904000,2380.19
,,01/25/2017,#2 HEATING OIL,24,Dorr NHM,67.00,1.889700,126.61
,,01/25/2017,LIQUID PROPANE,8,Arts & Sci + Gates,503.00,1.296000,651.89
,,01/26/2017,#2 HEATING OIL,17,Blair Tyson,296.40,1.897100,562.30
,,01/27/2017,LIQUID PROPANE,31,Davis Village,161.10,1.296000,208.79
,,01/27/2017,LIQUID PROPANE,9,Pottery Studio,52.00,1.296000,67.39
,,01/28/2017,LIQUID PROPANE,35,B&G,26.00,1.342700,34.91
,,01/29/2017,#2 HEATING OIL,24,Dorr NHM,34.30,1.916500,65.74
,,01/30/2017,DYED KEROSENE,26,Witchcliff,86.60,2.319100,200.83
,,01/30/2017,#2 HEATING OIL,29,Studio 5+6,162.20,1.916500,310.86
,,01/30/2017,LIQUID PROPANE,31,Davis Village,139.00,1.342800,186.65
,,01/30/2017,LIQUID PROPANE,7,Kaelber,306.40,1.342800,411.43
,,01/30/2017,LIQUID PROPANE,8,Arts & Sci + Gates,386.80,1.342800,519.40
,,02/01/2017,#2 HEATING OIL,17,Blair Tyson,226.40,1.897200,429.53
,,02/01/2017,#2 HEATING OIL,24,Dorr NHM,98.90,1.897200,187.63
,,02/01/2017,#2 HEATING OIL,3,Seafox,199.60,1.897200,378.68
,,02/01/2017,LIQUID PROPANE,35,B&G,22.20,1.342800,29.81
,,02/03/2017,#2 HEATING OIL,21,Davis Center,218.80,1.940400,424.56
,,02/03/2017,LIQUID PROPANE,31,Davis Village,192.20,1.342800,258.09
,,02/03/2017,LIQUID PROPANE,37,Turrets Annex,213.30,1.342800,286.42
,,02/03/2017,LIQUID PROPANE,8,Arts & Sci + Gates,518.60,1.342800,696.38
,,02/03/2017,LIQUID PROPANE,9,Pottery Studio,41.30,1.342900,55.46
,,02/06/2017,#2 HEATING OIL,24,Dorr NHM,101.20,1.914700,193.77
,,02/07/2017,#2 HEATING OIL,33,PRF,149.10,1.983000,295.67
,,02/08/2017,#2 HEATING OIL,17,Blair Tyson,290.60,1.890600,549.41
,,02/08/2017,LIQUID PROPANE,35,B&G,42.40,1.416500,60.06
,,02/08/2017,LIQUID PROPANE,8,Arts & Sci + Gates,478.80,1.416400,678.17
,,02/09/2017,LIQUID PROPANE,14,171 Beech Hill Road,11.20,1.416100,15.86
,,02/09/2017,#2 HEATING OIL,24,Dorr NHM,65.40,1.877500,122.79
,,02/10/2017,#2 HEATING OIL,20,Carriage,140.70,1.898900,267.18
,,02/10/2017,#2 HEATING OIL,21,Davis Center,166.80,1.898900,316.74
,,02/10/2017,DYED KEROSENE,27,Witchcliff Apartments,170.80,2.330400,398.03
,,02/10/2017,#2 HEATING OIL,3,Seafox,186.90,1.898900,354.90
,,02/10/2017,LIQUID PROPANE,31,Davis Village,21.20,1.416500,30.03
,,02/10/2017,LIQUID PROPANE,9,Pottery Studio,46.30,1.416400,65.58
,,02/14/2017,#2 HEATING OIL,24,Dorr NHM,140.80,1.906900,268.49
,,02/14/2017,LIQUID PROPANE,32,BHF Farm House,35.50,1.416300,50.28
,,02/14/2017,LIQUID PROPANE,8,Arts & Sci + Gates,721.70,1.416400,1022.22
,,02/15/2017,LIQUID PROPANE,35,B&G,47.50,1.416400,67.28
,,02/15/2017,LIQUID PROPANE,9,Pottery Studio,30.70,1.416300,43.48
,,02/16/2017,#2 HEATING OIL,5,Turrets,437.10,1.898600,829.88
,,02/17/2017,#2 HEATING OIL,21,Davis Center,177.70,1.898400,337.35
,,02/17/2017,#2 HEATING OIL,24,Dorr NHM,66.60,1.898300,126.43
,,02/17/2017,DYED KEROSENE,26,Witchcliff,169.50,2.324900,394.07
,,02/20/2017,#2 HEATING OIL,17,Blair Tyson,418.40,1.897200,793.79
,,02/20/2017,LIQUID PROPANE,8,Arts & Sci + Gates,570.40,1.343600,766.39
,,02/22/2017,#2 HEATING OIL,24,Dorr NHM,87.40,1.899500,166.02
,,02/22/2017,#2 HEATING OIL,3,Seafox,240.80,1.899500,457.40
,,02/22/2017,LIQUID PROPANE,35,B&G,37.40,1.343600,50.25
,,02/22/2017,LIQUID PROPANE,37,Turrets Annex,187.40,1.343600,251.79
,,02/22/2017,#2 HEATING OIL,4,Cottage,184.90,1.899500,351.22
,,02/24/2017,#2 HEATING OIL,11,Kaelber,1725.00,1.905000,3286.13
,,02/27/2017,DYED KEROSENE,1,Peach House,136.50,2.348600,320.58
,,02/27/2017,#2 HEATING OIL,21,Davis Center,131.60,1.932100,254.26
,,02/27/2017,#2 HEATING OIL,24,Dorr NHM,68.00,1.932100,131.38
,,02/27/2017,LIQUID PROPANE,8,Arts & Sci + Gates,407.20,1.245200,507.05
,,02/27/2017,LIQUID PROPANE,9,Pottery Studio,40.40,1.245300,50.31
,,03/01/2017,LIQUID PROPANE,35,B&G,18.40,1.245100,22.91
,,03/03/2017,LIQUID PROPANE,8,Arts & Sci + Gates,223.80,1.245200,278.68
,,03/06/2017,DYED KEROSENE,26,Witchcliff,103.60,2.253500,233.46
,,03/06/2017,#2 HEATING OIL,3,Seafox,200.30,1.849500,370.45
,,03/06/2017,#2 HEATING OIL,33,PRF,161.20,1.909500,307.81
,,03/06/2017,#2 HEATING OIL,5,Turrets,284.20,1.849500,525.63
,,03/08/2017,#2 HEATING OIL,17,Blair Tyson,623.10,1.860000,1158.97
,,03/08/2017,#2 HEATING OIL,24,Dorr NHM,193.40,1.860000,359.72
,,03/08/2017,LIQUID PROPANE,35,B&G,39.90,1.185000,47.28
,,03/08/2017,LIQUID PROPANE,8,Arts & Sci + Gates,437.20,1.184900,518.04
,,03/08/2017,LIQUID PROPANE,9,Pottery Studio,49.00,1.184900,58.06
,,03/09/2017,LIQUID PROPANE,38,BHF New Greenhouse,117.80,1.184900,139.58
,,03/10/2017,#2 HEATING OIL,29,Studio 5+6,170.30,1.797800,306.16
,,03/13/2017,#2 HEATING OIL,17,Blair Tyson,193.90,1.770000,343.20
,,03/13/2017,#2 HEATING OIL,20,Carriage,150.90,1.770000,267.09
,,03/13/2017,#2 HEATING OIL,21,Davis Center,325.90,1.770000,576.84
,,03/13/2017,#2 HEATING OIL,24,Dorr NHM,127.80,1.770000,226.21
,,03/13/2017,DYED KEROSENE,27,Witchcliff Apartments,166.90,2.198900,367.00
,,03/15/2017,#2 HEATING OIL,11,Kaelber,900.00,1.763600,1587.24
,,03/15/2017,#2 HEATING OIL,3,Seafox,199.20,1.763600,351.31
,,03/17/2017,#2 HEATING OIL,11,Kaelber,204.30,1.765400,360.67
,,03/17/2017,#2 HEATING OIL,24,Dorr NHM,88.60,1.765400,156.41
,,03/17/2017,LIQUID PROPANE,35,B&G,57.60,1.187800,68.42
,,03/17/2017,LIQUID PROPANE,37,Turrets Annex,239.30,1.187800,284.24
,,03/17/2017,#2 HEATING OIL,5,Turrets,214.10,1.765400,377.97
,,03/17/2017,LIQUID PROPANE,9,Pottery Studio,40.20,1.187800,47.75
,,03/20/2017,LIQUID PROPANE,10,Hatchery,12.30,1.208100,14.86
,,03/20/2017,DYED KEROSENE,26,Witchcliff,118.20,2.176200,257.23
,,03/20/2017,LIQUID PROPANE,8,Arts & Sci + Gates,229.10,1.208400,276.84
,,03/20/2017,LIQUID PROPANE,8,Arts & Sci + Gates,1065.90,1.208400,1288.03
,,03/22/2017,#2 HEATING OIL,17,Blair Tyson,282.30,1.772100,500.26
,,03/22/2017,#2 HEATING OIL,21,Davis Center,154.80,1.772100,274.32
,,03/22/2017,#2 HEATING OIL,24,Dorr NHM,94.60,1.772100,167.64
,,03/22/2017,LIQUID PROPANE,31,Davis Village,232.40,1.208400,280.83
,,03/22/2017,#2 HEATING OIL,4,Cottage,145.70,1.772100,258.19
,,03/23/2017,LIQUID PROPANE,32,BHF Farm House,20.70,1.208200,25.01
,,03/24/2017,LIQUID PROPANE,35,B&G,44.40,1.208300,53.65
,,03/24/2017,LIQUID PROPANE,8,Arts & Sci + Gates,452.60,1.208400,546.92
,,03/27/2017,#2 HEATING OIL,24,Dorr NHM,108.40,1.743100,188.95
,,03/27/2017,#2 HEATING OIL,3,Seafox,232.70,1.743100,405.62
,,03/28/2017,LIQUID PROPANE,38,BHF New Greenhouse,164.20,1.156600,189.91
,,03/29/2017,LIQUID PROPANE,31,Davis Village,225.50,1.156600,260.81
,,03/29/2017,LIQUID PROPANE,35,B&G,35.50,1.156600,41.06
,,03/29/2017,LIQUID PROPANE,8,Arts & Sci + Gates,426.80,1.156600,493.64
,,03/29/2017,LIQUID PROPANE,9,Pottery Studio,43.00,1.156600,49.73
,,03/31/2017,#2 HEATING OIL,24,Dorr NHM,68.20,1.815900,123.84
,,03/31/2017,#2 HEATING OIL,33,PRF,149.40,1.875900,280.26
,,04/03/2017,#2 HEATING OIL,17,Blair Tyson,459.50,1.830000,840.89
,,04/03/2017,#2 HEATING OIL,5,Turrets,207.20,1.830000,379.18
,,04/05/2017,#2 HEATING OIL,21,Davis Center,237.00,1.847700,437.90
,,04/05/2017,#2 HEATING OIL,24,Dorr NHM,72.30,1.847700,133.59
,,04/07/2017,#2 HEATING OIL,3,Seafox,196.90,1.865800,367.38
,,04/07/2017,LIQUID PROPANE,35,B&G,36.60,1.049400,38.41
,,04/07/2017,LIQUID PROPANE,8,Arts & Sci + Gates,612.10,1.049400,642.34
,,04/10/2017,DYED KEROSENE,1,Peach House,135.90,2.255300,306.50
,,04/10/2017,DYED KEROSENE,26,Witchcliff,121.50,2.255300,274.02
,,04/12/2017,LIQUID PROPANE,37,Turrets Annex,171.60,1.049400,180.08
,,04/14/2017,#2 HEATING OIL,11,Kaelber,1249.50,1.887400,2358.31
,,04/18/2017,LIQUID PROPANE,38,BHF New Greenhouse,162.40,1.102500,179.05
,,04/21/2017,#2 HEATING OIL,24,Dorr NHM,177.10,1.822400,322.75
,,04/21/2017,LIQUID PROPANE,35,B&G,27.80,1.112200,30.92
,,04/25/2017,#2 HEATING OIL,17,Blair Tyson,572.10,1.778100,1017.25
,,04/27/2017,LIQUID PROPANE,14,171 Beech Hill Road,46.00,1.112200,51.16
,,04/28/2017,LIQUID PROPANE,8,Arts & Sci + Gates,1088.80,1.067700,1162.54
,,04/28/2017,LIQUID PROPANE,9,Pottery Studio,61.50,1.067700,65.67
,,05/02/2017,#2 HEATING OIL,21,Davis Center,252.70,1.726300,436.24
,,05/02/2017,#2 HEATING OIL,27,Witchcliff Apartments,152.30,1.726300,262.92
,,05/02/2017,#2 HEATING OIL,3,Seafox,281.70,1.726300,486.30
,,05/04/2017,LIQUID PROPANE,38,BHF New Greenhouse,153.90,1.041700,160.32
,,05/05/2017,#2 HEATING OIL,24,Dorr NHM,134.70,1.640200,220.93
,,05/08/2017,#2 HEATING OIL,20,Carriage,155.20,1.644500,255.23
,,05/09/2017,#2 HEATING OIL,29,Studio 5+6,183.60,1.666200,305.91
,,05/12/2017,LIQUID PROPANE,35,B&G,43.00,1.066100,45.84
,,05/18/2017,#2 HEATING OIL,17,Blair Tyson,485.10,1.751400,849.60
,,05/18/2017,LIQUID PROPANE,38,BHF New Greenhouse,86.50,1.071700,92.70
,,05/18/2017,#2 HEATING OIL,4,Cottage,151.20,1.751400,264.81
,,05/19/2017,#2 HEATING OIL,5,Turrets,263.90,1.763200,465.31
,,05/22/2017,LIQUID PROPANE,7,Kaelber,282.80,1.096700,310.15
,,05/22/2017,LIQUID PROPANE,8,Arts & Sci + Gates,661.30,1.096700,725.26
,,05/26/2017,#2 HEATING OIL,24,Dorr NHM,154.90,1.758800,272.44
,,05/26/2017,LIQUID PROPANE,31,Davis Village,77.50,1.089900,84.46
,,05/29/2017,LIQUID PROPANE,31,Davis Village,71.50,1.089900,77.92
,,05/31/2017,LIQUID PROPANE,16,,94.00,1.089227,102.39
,,06/01/2017,LIQUID PROPANE,38,BHF New Greenhouse,60.40,1.069900,64.62
,,06/02/2017,LIQUID PROPANE,31,Davis Village,70.70,1.054900,74.58
,,06/05/2017,LIQUID PROPANE,31,Davis Village,64.10,1.041700,66.77
,,06/06/2017,#2 HEATING OIL,21,Davis Center,195.50,1.674700,327.40
,,06/06/2017,#2 HEATING OIL,3,Seafox,278.60,1.674700,466.57
,,06/07/2017,#2 HEATING OIL,33,PRF,216.90,1.739100,377.21
,,06/07/2017,LIQUID PROPANE,35,B&G,19.80,1.033600,20.47
,,06/07/2017,LIQUID PROPANE,37,Turrets Annex,220.30,1.033600,227.70
,,06/08/2017,#2 HEATING OIL,26,Witchcliff,167.20,1.679100,280.75
,,06/09/2017,#2 HEATING OIL,11,Kaelber,1320.00,1.620200,2138.66
,,06/12/2017,LIQUID PROPANE,25,Davis Center,8.50,1.020500,8.67
,,06/12/2017,LIQUID PROPANE,31,Davis Village,128.50,1.020500,131.13
