,,Delivery Date,Fuel Type,Tank #,Building,Gallons,Unit Cost,Cost
,,03/15/2021,#2 HEATING OIL,3,Seafox,181.70,2.310220,419.77
,,03/15/2021,LIQUID PROPANE,31,Davis Village,17.00,1.777000,30.21
,,03/17/2021,#2 HEATING OIL,24,Dorr NHM,116.10,2.265420,263.02
,,03/17/2021,LIQUID PROPANE,9,Pottery Studio,4.90,1.752000,8.58
,,03/19/2021,#2 HEATING OIL,21,Davis Center,258.30,2.136920,551.97
,,03/19/2021,#2 HEATING OIL,24,Dorr NHM,33.90,2.136920,72.44
,,03/19/2021,DYED KEROSENE,26,Witchcliff,109.90,2.584220,284.01
,,03/19/2021,DYED KEROSENE,34,Peggy Barn,100.00,2.664220,266.42
,,03/19/2021,LIQUID PROPANE,8,Arts & Sci + Gates,528.50,1.715700,906.75
,,03/22/2021,LIQUID PROPANE,35,B&G,51.20,1.715700,87.84
,,03/24/2021,#2 HEATING OIL,24,Dorr NHM,73.50,2.098120,154.21
,,03/26/2021,#2 HEATING OIL,24,Dorr NHM,17.30,2.098020,36.30
,,03/26/2021,#2 HEATING OIL,33,PRF,116.80,2.178020,254.39
,,03/26/2021,#2 HEATING OIL,5,Turrets,233.70,2.098020,490.31
,,03/29/2021,#2 HEATING OIL,17,Blair Tyson,492.40,2.167720,1067.39
,,04/01/2021,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,14.50,1.578200,22.88
,,04/01/2021,LIQUID PROPANE,38,BHF New Greenhouse,132.10,1.578200,208.48
,,04/02/2021,#2 HEATING OIL,24,Dorr NHM,93.80,2.189320,205.36
,,04/02/2021,#2 HEATING OIL,3,Seafox,281.40,2.189320,616.07
,,04/02/2021,LIQUID PROPANE,8,Arts & Sci + Gates,687.30,1.608900,1105.80
,,04/05/2021,LIQUID PROPANE,10,Hatchery,20.50,1.608900,32.98
,,04/05/2021,LIQUID PROPANE,31,Davis Village,95.10,1.608900,153.01
,,04/05/2021,LIQUID PROPANE,35,B&G,27.40,1.608900,44.08
,,04/09/2021,#2 HEATING OIL,11,Kaelber,1400.00,2.152520,3013.53
,,04/09/2021,#2 HEATING OIL,21,Davis Center,215.80,2.152520,464.51
,,04/09/2021,#2 HEATING OIL,24,Dorr NHM,86.00,2.152520,185.12
,,04/13/2021,Coastal Biodiesel,20,Carriage,174.50,1.990000,347.26
,,04/14/2021,LIQUID PROPANE,9,Pottery Studio,3.20,1.448900,4.64
,,04/15/2021,LIQUID PROPANE,38,BHF New Greenhouse,132.90,1.425700,189.48
,,04/16/2021,#2 HEATING OIL,17,Blair Tyson,341.60,2.221120,758.73
,,04/16/2021,#2 HEATING OIL,24,Dorr NHM,71.20,2.221120,158.14
,,04/16/2021,#2 HEATING OIL,26,Witchcliff,135.30,2.221120,300.52
,,04/16/2021,LIQUID PROPANE,37,Turrets Annex,200.60,1.425700,286.00
,,04/21/2021,#2 HEATING OIL,27,Witchcliff Apartments,178.50,2.199820,392.67
,,04/21/2021,LIQUID PROPANE,35,B&G,18.30,1.384500,25.34
,,04/21/2021,LIQUID PROPANE,8,Arts & Sci + Gates,701.00,1.384500,970.53
,,04/22/2021,Coastal Biodiesel,4,Cottage,135.50,2.060000,279.13
,,04/23/2021,#2 HEATING OIL,24,Dorr NHM,88.30,2.178020,192.32
,,04/23/2021,#2 HEATING OIL,3,Seafox,282.30,2.178020,614.86
,,04/26/2021,LIQUID PROPANE,14,171 Beech Hill Road,35.60,1.427000,50.80
,,04/26/2021,#2 HEATING OIL,29,Studio 5+6,156.90,2.190720,343.72
,,04/26/2021,LIQUID PROPANE,38,BHF New Greenhouse,127.60,1.427000,182.09
,,04/30/2021,#2 HEATING OIL,24,Dorr NHM,44.90,2.258620,101.41
,,04/30/2021,#2 HEATING OIL,5,Turrets,214.60,2.258620,484.70
,,05/05/2021,#2 HEATING OIL,24,Dorr NHM,33.80,2.298520,77.69
,,05/06/2021,LIQUID PROPANE,38,BHF New Greenhouse,86.00,1.480100,127.29
,,05/12/2021,#2 HEATING OIL,17,Blair Tyson,479.80,2.333920,1119.81
,,05/12/2021,#2 HEATING OIL,24,Dorr NHM,50.70,2.333920,118.33
,,05/12/2021,#2 HEATING OIL,33,PRF,141.20,2.413920,340.85
,,05/14/2021,LIQUID PROPANE,31,Davis Village,118.00,1.451400,171.27
,,05/17/2021,#2 HEATING OIL,21,Davis Center,266.20,2.330920,620.49
,,05/17/2021,LIQUID PROPANE,31,Davis Village,83.60,1.466400,122.59
,,05/18/2021,LIQUID PROPANE,38,BHF New Greenhouse,57.10,1.468200,83.83
,,05/21/2021,LIQUID PROPANE,31,Davis Village,120.10,1.481600,177.94
,,05/24/2021,#2 HEATING OIL,24,Dorr NHM,36.00,2.250590,81.02
,,05/24/2021,#2 HEATING OIL,3,Seafox,278.00,2.250590,625.66
,,05/24/2021,LIQUID PROPANE,31,Davis Village,24.20,1.481600,35.85
,,05/28/2021,LIQUID PROPANE,37,Turrets Annex,197.10,1.450900,285.97
,,05/31/2021,LIQUID PROPANE,31,Davis Village,210.20,1.450900,304.98
,,06/04/2021,#2 HEATING OIL,24,Dorr NHM,35.60,2.359090,83.98
,,06/04/2021,LIQUID PROPANE,31,Davis Village,96.20,1.450900,139.58
,,06/07/2021,LIQUID PROPANE,31,Davis Village,56.20,1.488400,83.65
,,06/07/2021,LIQUID PROPANE,7,Kaelber,199.70,1.488400,297.23
,,06/07/2021,LIQUID PROPANE,8,Arts & Sci + Gates,717.90,1.488400,1068.52
,,06/07/2021,LIQUID PROPANE,8,Arts & Sci + Gates,601.10,1.488400,894.68
,,06/10/2021,LIQUID PROPANE,14,171 Beech Hill Road,36.40,1.519700,55.32
,,06/10/2021,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,49.70,1.519700,75.53
,,06/14/2021,LIQUID PROPANE,31,Davis Village,108.40,1.524700,165.28
,,06/17/2021,LIQUID PROPANE,38,BHF New Greenhouse,95.80,1.529900,146.56
,,06/21/2021,LIQUID PROPANE,31,Davis Village,114.80,1.548000,177.71
,,06/25/2021,#2 HEATING OIL,17,Blair Tyson,445.70,2.447360,1090.79
,,06/28/2021,LIQUID PROPANE,31,Davis Village,133.80,1.610500,215.48
,,07/02/2021,#2 HEATING OIL,1,Peach House,188.00,2.448760,460.37
,,07/02/2021,Coastal Biodiesel,20,Carriage,150.10,2.300000,345.23
,,07/05/2021,LIQUID PROPANE,31,Davis Village,64.80,1.696200,109.91
,,07/12/2021,LIQUID PROPANE,31,Davis Village,147.10,1.683700,247.67
,,07/19/2021,LIQUID PROPANE,31,Davis Village,81.40,,
,,07/22/2021,LIQUID PROPANE,14,171 Beech Hill Road,24.70,1.638700,40.48
,,07/26/2021,LIQUID PROPANE,31,Davis Village,196.20,1.670500,327.75
,,07/30/2021,#2 HEATING OIL,11,Kaelber,1280.20,2.469460,3161.40
,,08/02/2021,LIQUID PROPANE,31,Davis Village,88.60,1.688000,149.56
,,08/06/2021,#2 HEATING OIL,27,Witchcliff Apartments,163.30,2.381060,388.83
,,08/09/2021,LIQUID PROPANE,31,Davis Village,104.70,1.668700,174.71
,,08/13/2021,#2 HEATING OIL,24,Dorr NHM,177.10,2.378960,421.31
,,08/13/2021,Coastal Biodiesel,4,Cottage,61.40,2.340000,143.68
,,08/16/2021,LIQUID PROPANE,31,Davis Village,113.10,1.715500,194.02
,,08/23/2021,LIQUID PROPANE,39,CHE Generator,20.20,1.690590,34.15
,,08/25/2021,LIQUID PROPANE,35,B&G,17.80,1.687000,30.03
,,08/27/2021,#2 HEATING OIL,17,Blair Tyson,379.70,2.374930,901.76
,,08/27/2021,LIQUID PROPANE,37,Turrets Annex,100.70,1.687000,169.88
,,08/30/2021,LIQUID PROPANE,31,Davis Village,215.90,1.719500,371.24
,,08/30/2021,LIQUID PROPANE,8,Arts & Sci + Gates,58.20,1.719500,100.07
,,09/02/2021,LIQUID PROPANE,14,171 Beech Hill Road,20.30,1.744900,35.42
,,09/04/2021,#2 HEATING OIL,3,Seafox,196.80,2.463210,484.76
,,09/06/2021,LIQUID PROPANE,31,Davis Village,119.50,1.766800,211.13
,,09/10/2021,#2 HEATING OIL,33,PRF,150.90,2.498930,377.09
,,09/13/2021,LIQUID PROPANE,31,Davis Village,133.00,1.792600,238.42
,,09/13/2021,LIQUID PROPANE,7,Kaelber,104.70,1.792600,187.69
,,09/17/2021,#2 HEATING OIL,26,Witchcliff,84.90,2.542730,215.88
,,09/20/2021,LIQUID PROPANE,31,Davis Village,131.40,1.912000,251.24
,,09/24/2021,#2 HEATING OIL,24,Dorr NHM,120.80,2.618330,316.29
,,09/27/2021,LIQUID PROPANE,31,Davis Village,149.40,1.909500,285.28
,,10/01/2021,#2 HEATING OIL,17,Blair Tyson,330.60,2.698730,892.20
,,10/01/2021,#2 HEATING OIL,21,Davis Center,145.80,2.698730,393.47
,,10/01/2021,#2 HEATING OIL,5,Turrets,56.90,2.698730,153.56
,,10/04/2021,LIQUID PROPANE,31,Davis Village,204.70,2.143500,438.77
,,10/04/2021,LIQUID PROPANE,9,Pottery Studio,15.40,2.143500,33.01
,,10/08/2021,#2 HEATING OIL,24,Dorr NHM,69.90,2.794830,195.36
,,10/11/2021,LIQUID PROPANE,31,Davis Village,164.90,2.122000,349.92
,,10/14/2021,LIQUID PROPANE,14,171 Beech Hill Road,23.60,2.122000,50.08
,,10/15/2021,LIQUID PROPANE,10,Hatchery,43.40,2.122000,92.09
,,10/15/2021,#2 HEATING OIL,24,Dorr NHM,34.70,2.906980,100.87
,,10/15/2021,#2 HEATING OIL,47,,126.20,2.906980,366.86
,,10/15/2021,#2 HEATING OIL,48,,14.90,2.906980,43.31
,,10/18/2021,#2 HEATING OIL,3,Seafox,187.30,2.919280,546.78
,,10/18/2021,LIQUID PROPANE,31,Davis Village,183.70,2.144300,393.91
,,10/22/2021,#2 HEATING OIL,17,Blair Tyson,324.60,2.887350,937.23
,,10/25/2021,#2 HEATING OIL,24,Dorr NHM,62.90,2.877150,180.97
,,10/25/2021,LIQUID PROPANE,31,Davis Village,230.70,2.085100,481.03
,,10/27/2021,LIQUID PROPANE,8,Arts & Sci + Gates,950.30,2.052380,1950.38
,,10/29/2021,Coastal Biodiesel,20,Carriage,178.70,2.830000,505.72
,,11/01/2021,#2 HEATING OIL,11,Kaelber,500.00,2.817120,1408.56
,,11/01/2021,#2 HEATING OIL,24,Dorr NHM,47.10,2.817120,132.69
,,11/01/2021,#2 HEATING OIL,29,Studio 5+6,134.30,2.817120,378.34
,,11/01/2021,LIQUID PROPANE,31,Davis Village,223.10,2.034100,453.81
,,11/03/2021,DYED KEROSENE,1,Peach House,70.10,3.262600,228.71
,,11/03/2021,DYED KEROSENE,27,Witchcliff Apartments,131.00,3.262600,427.40
,,11/05/2021,#2 HEATING OIL,24,Dorr NHM,42.70,2.757700,117.75
,,11/05/2021,#2 HEATING OIL,3,Seafox,189.50,2.757700,522.58
,,11/08/2021,#2 HEATING OIL,17,Blair Tyson,367.20,2.811700,1032.46
,,11/08/2021,#2 HEATING OIL,21,Davis Center,236.80,2.811700,665.81
,,11/08/2021,LIQUID PROPANE,31,Davis Village,211.60,2.026800,428.87
,,11/08/2021,LIQUID PROPANE,35,B&G,87.60,2.026800,177.55
,,11/08/2021,LIQUID PROPANE,35,B&G,7.80,2.026800,15.81
,,11/08/2021,LIQUID PROPANE,37,Turrets Annex,228.40,2.026800,462.92
,,11/10/2021,#2 HEATING OIL,24,Dorr NHM,53.50,2.867950,153.44
,,11/10/2021,#2 HEATING OIL,33,PRF,77.10,2.947950,227.29
,,11/10/2021,LIQUID PROPANE,8,Arts & Sci + Gates,456.40,2.080600,949.59
,,11/11/2021,Coastal Biodiesel,4,Cottage,76.10,2.690000,24.71
,,11/11/2021,LIQUID PROPANE,38,BHF New Greenhouse,4.30,2.084300,8.96
,,11/12/2021,#2 HEATING OIL,5,Turrets,245.30,2.804450,687.93
,,11/15/2021,#2 HEATING OIL,24,Dorr NHM,45.50,2.762300,125.68
,,11/15/2021,LIQUID PROPANE,31,Davis Village,42.30,1.941800,82.14
,,11/15/2021,LIQUID PROPANE,9,Pottery Studio,2.70,1.941800,5.24
,,11/18/2021,LIQUID PROPANE,14,171 Beech Hill Road,28.10,1.859300,52.25
,,11/19/2021,#2 HEATING OIL,24,Dorr NHM,41.80,2.733600,114.26
,,11/19/2021,#2 HEATING OIL,3,Seafox,158.50,2.733600,433.28
,,11/19/2021,#2 HEATING OIL,48,,82.80,2.733600,226.34
,,11/22/2021,LIQUID PROPANE,31,Davis Village,6.40,1.761800,11.28
,,11/22/2021,LIQUID PROPANE,8,Arts & Sci + Gates,560.80,1.761800,988.02
,,11/24/2021,LIQUID PROPANE,35,B&G,47.90,1.818100,87.09
,,11/26/2021,#2 HEATING OIL,17,Blair Tyson,434.80,2.729100,1186.61
,,11/26/2021,#2 HEATING OIL,24,Dorr NHM,96.90,2.729100,264.45
,,11/26/2021,DYED KEROSENE,26,Witchcliff,114.20,3.147100,359.40
,,11/29/2021,LIQUID PROPANE,31,Davis Village,9.50,1.870600,17.77
,,12/01/2021,#2 HEATING OIL,21,Davis Center,208.40,2.402650,500.71
,,12/01/2021,#2 HEATING OIL,24,Dorr NHM,105.30,2.402650,253.00
,,12/01/2021,#2 HEATING OIL,3,Seafox,201.30,2.402650,483.65
,,12/03/2021,#2 HEATING OIL,17,Blair Tyson,172.60,2.462000,424.94
,,12/03/2021,LIQUID PROPANE,8,Arts & Sci + Gates,803.40,1.768100,1420.49
,,12/06/2021,#2 HEATING OIL,24,Dorr NHM,85.60,2.486710,212.86
,,12/06/2021,#2 HEATING OIL,29,Studio 5+6,70.30,2.486710,174.82
,,12/06/2021,#2 HEATING OIL,5,Turrets,261.00,2.486710,649.03
,,12/08/2021,#2 HEATING OIL,11,Kaelber,1250.10,2.611660,3264.84
,,12/08/2021,#2 HEATING OIL,24,Dorr NHM,32.50,2.611660,84.88
,,12/08/2021,#2 HEATING OIL,33,PRF,83.60,2.691660,225.02
,,12/08/2021,#2 HEATING OIL,47,,410.10,2.611660,1071.04
,,12/10/2021,#2 HEATING OIL,24,Dorr NHM,48.50,2.621110,127.12
,,12/10/2021,DYED KEROSENE,27,Witchcliff Apartments,143.70,3.079610,442.54
,,12/10/2021,LIQUID PROPANE,35,B&G,78.70,1.837900,144.64
,,12/13/2021,LIQUID PROPANE,31,Davis Village,8.40,1.866600,15.68
,,12/13/2021,LIQUID PROPANE,37,Turrets Annex,236.00,1.866600,440.52
,,12/13/2021,LIQUID PROPANE,8,Arts & Sci + Gates,456.80,1.866600,852.66
,,12/15/2021,LIQUID PROPANE,10,Hatchery,44.70,1.876400,83.88
,,12/15/2021,#2 HEATING OIL,17,Blair Tyson,387.20,2.601480,1007.29
,,12/15/2021,#2 HEATING OIL,24,Dorr NHM,68.90,2.601480,179.24
,,12/15/2021,#2 HEATING OIL,3,Seafox,260.50,2.601480,677.69
,,12/17/2021,DYED KEROSENE,26,Witchcliff,164.60,3.095380,509.50
,,12/20/2021,LIQUID PROPANE,31,Davis Village,8.00,1.862600,14.90
,,12/21/2021,#2 HEATING OIL,21,Davis Center,396.30,2.544830,1008.52
,,12/21/2021,#2 HEATING OIL,24,Dorr NHM,101.30,2.544830,257.79
,,12/21/2021,LIQUID PROPANE,32,BHF Farm House,23.30,1.805100,42.06
,,12/22/2021,DYED KEROSENE,1,Peach House,123.90,3.086880,382.46
,,12/22/2021,LIQUID PROPANE,35,B&G,69.50,1.830700,127.23
,,12/22/2021,#2 HEATING OIL,48,,75.30,2.628380,197.92
,,12/23/2021,#2 HEATING OIL,17,Blair Tyson,261.00,2.677380,698.80
,,12/23/2021,#2 HEATING OIL,24,Dorr NHM,37.90,2.677380,101.47
,,12/23/2021,#2 HEATING OIL,3,Seafox,150.50,2.677380,402.95
,,12/23/2021,LIQUID PROPANE,8,Arts & Sci + Gates,1000.20,1.861400,1861.77
,,12/27/2021,LIQUID PROPANE,31,Davis Village,5.60,1.747600,9.79
,,12/27/2021,LIQUID PROPANE,35,B&G,32.50,1.747600,56.80
,,12/27/2021,#2 HEATING OIL,49,,253.00,2.695980,682.08
,,12/27/2021,LIQUID PROPANE,9,Pottery Studio,8.40,1.747600,14.68
,,12/28/2021,LIQUID PROPANE,14,171 Beech Hill Road,27.50,1.747600,48.06
,,12/29/2021,#2 HEATING OIL,24,Dorr NHM,124.90,2.725980,340.47
,,12/29/2021,DYED KEROSENE,26,Witchcliff,107.20,3.174480,340.30
,,12/29/2021,LIQUID PROPANE,8,Arts & Sci + Gates,507.50,1.775700,901.17
,,12/30/2021,#2 HEATING OIL,21,Davis Center,154.90,2.737880,424.10
,,12/30/2021,#2 HEATING OIL,5,Turrets,343.60,2.737880,940.74
,,12/31/2021,#2 HEATING OIL,24,Dorr NHM,35.80,2.749380,98.43
,,12/31/2021,#2 HEATING OIL,3,Seafox,156.70,2.749380,430.83
,,12/31/2021,LIQUID PROPANE,35,B&G,30.70,1.811400,55.61
,,01/06/2022,DYED KEROSENE,26,Witchcliff,62.20,3.255780,202.51
,,01/06/2022,DYED KEROSENE,27,Witchcliff Apartments,125.40,3.255780,408.27
,,01/06/2022,LIQUID PROPANE,37,Turrets Annex,231.70,1.798000,416.60
,,01/06/2022,LIQUID PROPANE,8,Arts & Sci + Gates,582.70,1.798000,1047.69
,,01/07/2022,LIQUID PROPANE,31,Davis Village,89.10,1.793000,159.76
,,01/07/2022,#2 HEATING OIL,33,PRF,178.60,2.937380,524.62
,,01/07/2022,LIQUID PROPANE,35,B&G,21.10,1.793000,37.83
,,01/08/2022,#2 HEATING OIL,24,Dorr NHM,47.70,2.853980,136.13
,,01/12/2022,LIQUID PROPANE,10,Hatchery,25.40,1.837300,46.67
,,01/13/2022,#2 HEATING OIL,24,Dorr NHM,132.50,2.980130,394.87
,,01/14/2022,#2 HEATING OIL,11,Kaelber,1603.90,2.985680,4788.73
,,01/14/2022,DYED KEROSENE,26,Witchcliff,87.20,3.433180,299.37
,,01/14/2022,#2 HEATING OIL,29,Studio 5+6,160.90,2.985680,480.40
,,01/14/2022,LIQUID PROPANE,31,Davis Village,2.00,1.863000,3.73
,,01/15/2022,#2 HEATING OIL,21,Davis Center,341.10,3.011480,1027.22
,,01/15/2022,#2 HEATING OIL,3,Seafox,324.80,3.011480,978.13
,,01/18/2022,#2 HEATING OIL,24,Dorr NHM,111.30,3.011480,335.18
,,01/18/2022,#2 HEATING OIL,24,Dorr NHM,12.00,3.011480,36.14
,,01/18/2022,LIQUID PROPANE,35,B&G,37.00,1.863000,68.93
,,01/18/2022,LIQUID PROPANE,8,Arts & Sci + Gates,1066.70,1.863000,1987.26
,,01/19/2022,#2 HEATING OIL,17,Blair Tyson,662.60,3.059430,2027.18
,,01/19/2022,#2 HEATING OIL,49,,139.40,3.059430,426.48
,,01/20/2022,#2 HEATING OIL,5,Turrets,382.10,3.082210,1177.71
,,01/24/2022,#2 HEATING OIL,24,Dorr NHM,164.00,3.091110,506.94
,,01/25/2022,#2 HEATING OIL,48,,95.30,3.024810,288.26
,,01/26/2022,DYED KEROSENE,1,Peach House,120.20,3.494230,420.01
,,01/26/2022,DYED KEROSENE,26,Witchcliff,150.50,3.494230,525.88
,,01/26/2022,#2 HEATING OIL,4,Cottage,248.60,3.060480,760.84
,,01/28/2022,#2 HEATING OIL,21,Davis Center,333.30,3.157130,1052.27
,,01/28/2022,DYED KEROSENE,27,Witchcliff Apartments,83.90,3.619630,303.69
,,01/28/2022,#2 HEATING OIL,3,Seafox,292.10,3.157130,922.20
,,01/28/2022,LIQUID PROPANE,32,BHF Farm House,92.30,1.923500,177.54
,,01/28/2022,LIQUID PROPANE,35,B&G,56.40,1.923500,108.49
,,01/28/2022,LIQUID PROPANE,37,Turrets Annex,253.60,1.923500,487.80
,,01/28/2022,#2 HEATING OIL,47,,81.50,3.157130,257.31
,,01/28/2022,LIQUID PROPANE,8,Arts & Sci + Gates,840.10,1.923500,1615.93
,,01/31/2022,#2 HEATING OIL,24,Dorr NHM,200.60,3.155630,633.02
,,02/01/2022,#2 HEATING OIL,17,Blair Tyson,591.50,3.145830,1860.76
,,02/01/2022,#2 HEATING OIL,33,PRF,160.80,3.225830,518.71
,,02/05/2022,DYED KEROSENE,26,Witchcliff,120.80,3.785460,457.28
,,02/07/2022,#2 HEATING OIL,24,Dorr NHM,168.60,3.304210,557.09
,,02/07/2022,LIQUID PROPANE,9,Pottery Studio,6.70,1.990600,13.34
,,02/09/2022,LIQUID PROPANE,10,Hatchery,36.00,1.913400,68.88
,,02/09/2022,#2 HEATING OIL,21,Davis Center,246.50,3.228190,795.75
,,02/09/2022,LIQUID PROPANE,35,B&G,57.40,1.913400,109.83
,,02/09/2022,#2 HEATING OIL,5,Turrets,431.50,3.228190,1392.96
,,02/11/2022,#2 HEATING OIL,3,Seafox,301.00,3.267790,983.60
,,02/11/2022,LIQUID PROPANE,8,Arts & Sci + Gates,1303.80,1.952800,2546.06
,,02/14/2022,#2 HEATING OIL,24,Dorr NHM,119.60,3.351490,400.84
,,02/14/2022,LIQUID PROPANE,35,B&G,12.60,1.952800,24.61
,,02/14/2022,#2 HEATING OIL,49,,99.20,3.351490,332.47
,,02/15/2022,LIQUID PROPANE,14,171 Beech Hill Road,23.10,1.970300,45.51
,,02/16/2022,#2 HEATING OIL,11,Kaelber,614.10,3.275320,2011.37
,,02/16/2022,#2 HEATING OIL,17,Blair Tyson,321.90,3.275320,1054.33
,,02/16/2022,DYED KEROSENE,26,Witchcliff,125.70,3.770320,473.93
,,02/17/2022,#2 HEATING OIL,24,Dorr NHM,77.50,3.268320,253.29
,,02/17/2022,#2 HEATING OIL,29,Studio 5+6,92.50,3.268320,302.32
,,02/18/2022,#2 HEATING OIL,49,,23.30,3.174520,73.97
,,02/19/2022,LIQUID PROPANE,32,BHF Farm House,44.00,2.018000,88.79
,,02/21/2022,#2 HEATING OIL,24,Dorr NHM,84.20,3.152320,265.43
,,02/23/2022,#2 HEATING OIL,17,Blair Tyson,466.40,3.179620,1482.97
,,02/23/2022,#2 HEATING OIL,3,Seafox,231.90,3.179620,737.35
,,02/23/2022,LIQUID PROPANE,35,B&G,22.20,2.165500,48.07
,,02/23/2022,LIQUID PROPANE,37,Turrets Annex,254.70,2.165500,551.55
,,02/23/2022,LIQUID PROPANE,8,Arts & Sci + Gates,789.00,2.165500,1708.58
,,02/24/2022,#2 HEATING OIL,11,Kaelber,1500.00,3.186490,4779.74
,,02/24/2022,#2 HEATING OIL,21,Davis Center,271.80,3.186490,866.09
,,02/24/2022,#2 HEATING OIL,24,Dorr NHM,45.20,3.186490,144.03
,,02/24/2022,DYED KEROSENE,26,Witchcliff,69.80,3.680240,256.88
,,02/24/2022,DYED KEROSENE,27,Witchcliff Apartments,52.50,3.680240,193.21
,,02/24/2022,#2 HEATING OIL,5,Turrets,223.30,3.186490,711.54
,,02/28/2022,#2 HEATING OIL,24,Dorr NHM,110.60,3.203040,354.26
,,03/03/2022,#2 HEATING OIL,17,Blair Tyson,367.30,4.085970,1500.78
,,03/04/2022,#2 HEATING OIL,21,Davis Center,227.40,4.099670,932.26
,,03/04/2022,Coastal Biodiesel,20,Carriage,145.30,3.880000,563.76
,,03/04/2022,#2 HEATING OIL,24,Dorr NHM,106.70,4.099670,437.43
,,03/04/2022,DYED KEROSENE,26,Witchcliff,97.50,4.539670,442.62
,,03/04/2022,#2 HEATING OIL,3,Seafox,221.60,4.099670,908.49
,,03/04/2022,LIQUID PROPANE,35,B&G,64.10,2.237300,143.41
,,03/05/2022,#2 HEATING OIL,33,PRF,96.90,4.452570,431.45
,,03/07/2022,LIQUID PROPANE,8,Arts & Sci + Gates,1186.60,2.307300,2737.84
,,03/09/2022,DYED KEROSENE,1,Peach House,103.40,5.364480,554.69
,,03/09/2022,LIQUID PROPANE,10,Hatchery,39.10,2.343400,91.63
,,03/09/2022,#2 HEATING OIL,24,Dorr NHM,88.90,5.094480,452.90
,,03/10/2022,Coastal Biodiesel,4,Cottage,66.80,4.460000,297.93
,,03/11/2022,#2 HEATING OIL,17,Blair Tyson,243.70,3.923380,956.13
,,03/11/2022,#2 HEATING OIL,21,Davis Center,120.20,3.923380,471.59
,,03/11/2022,#2 HEATING OIL,49,,43.80,3.923380,171.84
,,03/11/2022,#2 HEATING OIL,5,Turrets,250.10,3.923380,981.24
,,03/14/2022,#2 HEATING OIL,24,Dorr NHM,92.40,4.048420,374.07
,,03/16/2022,DYED KEROSENE,26,Witchcliff,100.40,3.916880,393.25
,,03/16/2022,#2 HEATING OIL,3,Seafox,194.20,3.614380,701.91
,,03/16/2022,LIQUID PROPANE,35,B&G,18.30,2.037200,37.28
,,03/17/2022,#2 HEATING OIL,24,Dorr NHM,47.90,3.678530,176.20
,,03/18/2022,LIQUID PROPANE,37,Turrets Annex,117.10,2.046300,239.62
,,03/18/2022,LIQUID PROPANE,37,Turrets Annex,124.40,2.046300,254.56
,,03/18/2022,LIQUID PROPANE,8,Arts & Sci + Gates,860.10,2.046300,1760.02
,,03/21/2022,LIQUID PROPANE,9,Pottery Studio,4.30,2.060100,8.86
,,03/22/2022,LIQUID PROPANE,32,BHF Farm House,2.30,2.123200,4.88
,,03/22/2022,LIQUID PROPANE,36,Greenhouse,23.30,2.123200,49.47
,,03/24/2022,LIQUID PROPANE,14,171 Beech Hill Road,16.50,2.187100,36.09
,,03/25/2022,#2 HEATING OIL,17,Blair Tyson,371.60,4.762630,1769.79
,,03/25/2022,#2 HEATING OIL,21,Davis Center,206.50,4.762630,983.48
,,03/25/2022,#2 HEATING OIL,24,Dorr NHM,101.30,4.762630,482.45
,,03/29/2022,#2 HEATING OIL,11,Kaelber,1250.50,4.332630,5417.95
,,03/29/2022,#2 HEATING OIL,24,Dorr NHM,54.90,4.332630,237.86
,,03/29/2022,#2 HEATING OIL,3,Seafox,191.10,4.332630,827.97
,,03/30/2022,#2 HEATING OIL,47,,91.00,4.246010,386.39
,,04/01/2022,LIQUID PROPANE,38,BHF New Greenhouse,168.50,2.124100,357.91
,,04/01/2022,LIQUID PROPANE,8,Arts & Sci + Gates,814.40,2.124100,1729.87
,,04/04/2022,#2 HEATING OIL,17,Blair Tyson,267.00,4.276410,1141.80
,,04/04/2022,#2 HEATING OIL,24,Dorr NHM,87.00,4.276410,372.05
,,04/04/2022,LIQUID PROPANE,35,B&G,5.10,2.091600,10.67
,,04/04/2022,#2 HEATING OIL,5,Turrets,248.70,4.276410,1063.54
,,04/06/2022,LIQUID PROPANE,10,Hatchery,30.80,2.055100,63.30
,,04/08/2022,#2 HEATING OIL,21,Davis Center,174.90,3.964980,693.48
,,04/12/2022,#2 HEATING OIL,26,Witchcliff,180.50,3.959880,714.76
,,04/13/2022,#2 HEATING OIL,24,Dorr NHM,81.80,4.196360,343.26
,,04/13/2022,#2 HEATING OIL,3,Seafox,176.70,4.196360,741.50
,,04/14/2022,#2 HEATING OIL,29,Studio 5+6,111.10,4.395360,488.32
,,04/14/2022,LIQUID PROPANE,38,BHF New Greenhouse,129.70,2.048600,265.70
,,04/20/2022,Coastal Biodiesel,20,Carriage,135.50,4.390000,594.85
,,04/20/2022,#2 HEATING OIL,17,Blair Tyson,365.60,4.563860,1668.55
,,04/20/2022,#2 HEATING OIL,24,Dorr NHM,63.40,4.563860,289.35
,,04/20/2022,LIQUID PROPANE,8,Arts & Sci + Gates,1362.20,2.044800,2785.43
,,04/25/2022,LIQUID PROPANE,7,Kaelber,237.90,2.008600,477.85
,,04/29/2022,#2 HEATING OIL,33,PRF,28.50,5.917580,168.65
,,04/29/2022,LIQUID PROPANE,38,BHF New Greenhouse,151.30,1.997600,302.24
,,05/02/2022,LIQUID PROPANE,9,Pottery Studio,7.60,2.018800,15.34
